XML,portal,orientation,veracity,url
0178.xml,addicting-info,left,mostly true,http://www.addictinginfo.org/2016/09/23/nc-gop-rep-makes-outrageously-racist-statement-in-response-to-charlotte-protests-video/
0179.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/the-king-of-anti-hillary-trolling-is-a-near-billionaire-whose-company-was-bought-by-facebook/
0180.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/clinton-ad-slams-trump-for-his-disgusting-insults-towards-women-and-their-bodies/
0181.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/watch-president-obama-hammers-trump-for-claiming-black-people-are-worse-off-today/
0182.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/conservatives-throw-a-hissy-fit-because-michelle-obama-talked-about-slavery-at-black-history-museum/
0183.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/trump-supporting-gop-rep-calls-veterans-moochers-during-town-hall-event-in-ohio/
0184.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/watch-kieth-scotts-wife-drops-mic-on-cops-gives-video-of-husbands-final-moments-to-press/
0185.xml,addicting-info,left,mostly false,http://author.addictinginfo.org/2016/09/23/the-pope-flat-out-called-fox-news-type-journalism-terrorism/
0186.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/watch-eric-trump-gets-called-out-on-fox-news-for-claiming-his-dad-started-with-nothing/
0187.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/early-voting-in-north-carolina-shows-great-news-for-democrats/
0188.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/another-trump-adviser-under-investigation-for-russian-ties/
0189.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/u-n-report-police-killings-of-black-men-in-u-s-is-human-rights-crisis-reminiscent-of-lynching/
0190.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/23/louisiana-cop-claims-murdering-a-6-year-old-child-was-self-defense/
0191.xml,addicting-info,left,mostly true,http://news.groopspeak.com/watch-trumps-manager-gets-instantly-shut-down-for-saying-baby-girls-are-killed-for-their-sex/
0192.xml,addicting-info,left,mostly true,http://news.groopspeak.com/breaking-obama-just-set-an-all-time-record-among-presidents/
0193.xml,addicting-info,left,mostly false,http://winningdemocrats.com/donald-trump-goes-off-the-deep-end-may-be-unfit-for-debate/
0194.xml,addicting-info,left,mostly true,http://www.ifyouonlynews.com/politics/debate-commission-stuns-journalists-by-siding-with-trump-fact-checking-is-out-of-bounds-video/
0195.xml,addicting-info,left,mixture of true and false,http://www.ifyouonlynews.com/politics/trump-uninvites-gennifer-flowers-to-debate-after-getting-hammered-for-how-disgusting-it-was-video/
0196.xml,addicting-info,left,mostly true,http://winningdemocrats.com/this-one-comment-from-a-fox-news-fan-is-all-you-need-to-know-about-conservatives-screenshots/
0197.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/26/watch-trumps-campaign-manager-crash-and-burn-while-claiming-trump-doesnt-lie-video/
0198.xml,addicting-info,left,mostly false,http://addictinginfo.org/2016/09/26/networks-confirm-they-will-not-be-fact-checking-donald-trump-in-any-way/
0199.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/26/georgia-trump-supporter-preparing-for-civil-war-if-hillary-clinton-wins-election-audio/
0200.xml,addicting-info,left,no factual content,http://addictinginfo.org/2016/09/26/jewish-elders-warn-their-grandchildren-vote-for-hillary-weve-seen-this-before-video/
0201.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/26/republican-gov-wrecked-economy-so-bad-hes-started-censoring-reports/
0202.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/26/biographer-says-trump-might-not-actually-be-a-billionaire-he-just-makes-it-up-video/
0203.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/26/new-study-proves-america-keeps-getting-better-and-better-under-obama/
0204.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/26/trump-wont-tell-america-where-his-products-are-made-so-heres-a-handy-guide-images/
0205.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/26/donald-trump-attacked-clintons-stamina-and-her-response-was-absolutely-brilliant-video/
0206.xml,addicting-info,left,no factual content,http://addictinginfo.org/2016/09/26/heres-the-entire-debate-wrapped-up-in-one-perfect-gif/
0207.xml,addicting-info,left,mixture of true and false,http://addictinginfo.org/2016/09/26/trump-literally-just-said-hed-take-guns-away-from-anyone-without-due-process/
0208.xml,addicting-info,left,mixture of true and false,http://winningdemocrats.com/whoa-trump-just-accidentally-admitted-he-has-not-paid-any-federal-income-taxes-video/
0209.xml,addicting-info,left,mostly true,http://news.groopspeak.com/trump-campaign-manager-trump-doesnt-lie-he-just-doesnt-know-the-truth/
0210.xml,addicting-info,left,mostly true,http://news.groopspeak.com/watch-the-entire-audience-laughs-at-trump-when-he-mentions-his-best-asset/
0211.xml,addicting-info,left,mixture of true and false,http://winningdemocrats.com/it-took-trump-less-than-10-minutes-after-the-debate-to-throw-a-tantrum-and-claim-he-was-cheated/
0212.xml,addicting-info,left,no factual content,http://addictinginfo.org/2016/09/27/bill-mahers-debatenight-live-tweetstorm-was-the-most-glorious-trump-takedown-ever/
0213.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/27/trump-insists-stop-and-frisk-wasnt-ruled-unconstitutional-hes-wrong-it-was-video/
0214.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/27/watch-megyn-kelly-takes-a-shot-at-hannity-by-wondering-when-trump-will-talk-to-a-real-journalist/
0215.xml,addicting-info,left,mostly true,http://www.ifyouonlynews.com/politics/trump-goes-sexist-on-clinton-and-she-knocks-him-out-with-debate-stopping-comeback-video/
0216.xml,addicting-info,left,mostly true,http://www.ifyouonlynews.com/politics/hillary-just-spanked-trump-in-front-of-100-million-people-with-one-brutal-zinger-video/
0217.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/27/here-you-go-every-bat-sht-crazy-thing-that-came-out-of-trumps-mouth-in-the-first-debate/
0218.xml,addicting-info,left,mostly true,http://www.addictinginfo.org/2016/09/27/trump-gives-pathetic-reason-for-why-he-sucked-at-debate-tweet/
0219.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/27/giuliani-already-trying-to-float-excuses-for-trump-to-weasel-out-of-future-debates/
0220.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/27/howard-dean-roasts-trump-over-debate-sniffles-cocaine-user-tweets/
0221.xml,addicting-info,left,mostly true,http://bipartisanreport.com/2016/09/27/breaking-washington-post-unloads-trump-tax-fraud-bomshell-details/
0222.xml,addicting-info,left,no factual content,http://addictinginfo.org/2016/09/27/enough-excuses-five-ways-hillary-dominated-trump-during-the-debate/
0223.xml,addicting-info,left,mostly true,http://author.addictinginfo.org/2016/09/27/katrina-pierson-just-blamed-hillary-clinton-for-trumps-stop-and-frisk-plan-video/
0224.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/27/guy-who-forgot-911-happened-says-hillary-is-too-stupid-to-be-president-because-she-stayed-with-bill/
0225.xml,addicting-info,left,mostly true,http://www.addictinginfo.org/2016/09/27/mexicos-former-president-unleashes-brutal-insults-on-trump-after-debate-tweets/
0226.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/27/howard-dean-just-doubled-down-trumps-possible-cocaine-use-video/
0227.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/27/huffpo-just-dropped-the-mic-on-internet-polls-saying-trump-crushed-hillary-in-last-nights-debate/
0228.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/27/watch-joe-biden-take-trumps-own-words-and-tear-him-to-shreds-after-debate-video/
0229.xml,addicting-info,left,mostly true,http://addictinginfo.org/2016/09/27/fraud-architect-scammed-for-100k-exposes-who-trump-really-is-video/
0230.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/18/politics/trump-debate-prep-strategy-inside-politics-forecast/index.html?sr=fbpol091916trump-debate-prep-strategy-inside-politics-forecast0202AMStoryLink&amp;linkId=28928160
0231.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/16/politics/critical-counties-vigo-indiana/index.html?sr=fbpol091916critical-counties-vigo-indiana0533AMVODtopLink&amp;linkId=28929702
0232.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/17/politics/elizabeth-warren-donald-trump-soul/index.html
0233.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/17/politics/donald-trump-surreal-friday-press-row/index.html?sr=fbpol091916donald-trump-surreal-friday-press-row/0830AMVODtopLink&amp;linkId=28929734
0234.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/18/politics/obama-sexism-remarks-nyc-fundraiser/index.html
0235.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/18/politics/jeb-bush-emmys-cameo/index.html
0236.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/reality-check-donald-trump-chris-christie/index.html?sr=fbpol091916reality-check-donald-trump-chris-christie1102AMVODtopLink&amp;linkId=28937947
0237.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/election-2016-hillary-clinton-barack-obama-voters/index.html?sr=fbpol091916election-2016-hillary-clinton-barack-obama-voters1132AMVODtopLink&amp;linkId=28938285
0238.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/hillary-clinton-north-carolina/index.html?sr=fbpol091916hillary-clinton-north-carolina1202PMVODtopLink&amp;linkId=28938345
0239.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/unga-meetings-obama/index.html?sr=fbpol091916unga-meetings-obama1232PMVODtopLink&amp;linkId=28938465
0240.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/18/politics/john-kerry-russia-syria-ceasefire/index.html?sr=fbpol091916john-kerry-russia-syria-ceasefire0102PMVODtopLink&amp;linkId=28940105
0241.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/trump-responds-to-nyc-and-nj-bombings/index.html?sr=fbpol091916trump-responds-to-nyc-and-nj-bombings0117PMVODtopLink&amp;linkId=28942479
0242.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/bill-clinton-npr-interview-clinton-foundation/index.html?sr=fbpol091916bill-clinton-npr-interview-clinton-foundation0300PMVODtopLink&amp;linkId=28946621
0243.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/john-kasich-reince-priebus-weaver/index.html
0244.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/jill-soloway-donald-trump-hitler-emmys-transparent/index.html
0245.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/karl-rove-axe-files-axelrod-electoral-map-hillary-clinton-donald-trump/index.html
0246.xml,cnn,mainstream,mostly true,https://itunes.apple.com/us/podcast/cnns-the-daily-dc/id1155227507?mt=2&amp;linkId=28951518
0247.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/hillary-clinton-donald-trump-terror-reaction/index.html
0248.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/obama-to-us-dont-succumb-to-that-fear-following-suspected-bombing-incidents/index.html
0249.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/georgia-monmouth-poll-donald-trump-hillary-clinton/index.html
0250.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/terry-mcauliffe-willie-nelson-weed/index.html?sr=fbpol091916terry-mcauliffe-willie-nelson-weed0631PMStoryLink&amp;linkId=28958871
0251.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/chris-christie-bridgegate-trial/index.html
0252.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/hillary-clinton-millennials/index.html
0253.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html
0254.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/syria-coalition-airstrike/index.html?sr=fbpol091916syria-coalition-airstrike0827PMStoryLink&amp;linkId=28962033
0255.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/cnn-announces-town-hall-with-obama/index.html?sr=fbpol091916cnn-announces-town-hall-with-obama0831PMStoryLink&amp;linkId=28966398
0256.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/trump-us-isis-fighters/index.html
0257.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/us-election-terrorism-trump-clinton/index.html?sr=fbpol091916us-election-terrorism-trump-clinton0859PMStoryLink&amp;linkId=28963501
0258.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/donald-trump-foreign-investments-national-security-officials/index.html?sr=fbpol091916donald-trump-foreign-investments-national-security-officials0915PMStoryLink&amp;linkId=28967142
0259.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/bridgegate-explained-christie/index.html
0260.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/us-citizens-deported-report-fingerprints/index.html
0261.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/ivanka-trump-paul-ryan-meet/index.html
0262.xml,cnn,mainstream,mostly true,http://podcast.cnn.com/party-people/episode/all/OJV8aX77XZsici/5jf0fh.1-1.html
0263.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/andrew-cuomo-donald-trump-new-york/index.html
0264.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/donald-trump-national-security-terrorism/index.html
0265.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/zika-funding-congress/index.html?sr=fbpol092016zika-funding-congress-senate-democrats0131AMStoryLink&amp;linkId=28973008
0266.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/sheldon-adelson-2016-spending/index.html?sr=fbpol092016sheldon-adelson-2016-spending0201AMStoryLink&amp;linkId=28975925
0267.xml,cnn,mainstream,mostly true,http://money.cnn.com/2016/09/19/media/donald-trump-fox-news-interviews-press-conferences/index.html?sr=fbpol092016donald-trump-fox-news-interviews-press-conferences0231AMStoryLink&amp;linkId=28975641
0268.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/donald-trump-jr-twitter-refugees/index.html?sr=fbpol092016donald-trump-jr-twitter-refugees0245AMStoryLink&amp;linkId=28976918
0269.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/donald-trump-new-york-ahmad-khan-rahami/index.html
0270.xml,cnn,mainstream,mixture of true and false,http://edition.cnn.com/2016/09/19/politics/george-hw-bush-voting-hillary-clinton/index.html?sr=fbpol092016george-hw-bush-voting-hillary-clinton/0316AMStoryLink&amp;linkId=28977520
0271.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/trump-clinton-egypt-fattah-el-sisi/index.html?sr=fbpol092016trump-clinton-egypt-fattah-el-sisi/0328AMStoryLink&amp;linkId=28976262
0272.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/19/politics/bill-clinton-npr-interview-clinton-foundation/index.html?sr=fbpol092016bill-clinton-npr-interview-clinton-foundation0659AMVODtopLink&amp;linkId=28976696
0273.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/20/politics/hillary-clinton-debate/index.html?sr=fbpol092016bernie-sanders-hillary-clinton-debates1102AMVODtopLink&amp;linkId=28985839
0274.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/20/politics/republican-reince-priebus-john-kasich/index.html?sr=fbpol092016republican-reince-priebus-john-kasich1132AMVODtopLink&amp;linkId=28985918
0275.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/20/politics/lanhee-chen-party-people/index.html?sr=fbpol092016lanhee-chen-party-people1147AMStoryLink&amp;linkId=28986258
0276.xml,cnn,mainstream,mostly true,http://edition.cnn.com/2016/09/20/politics/gun-control-law-court/index.html?sr=fbpol092016gun-control-law-court1232PMVODtopLink&amp;linkId=28986781
